Constant Volatility,Normal Volatility,Poisson Volatility,Exponential Volatility
0.19999999997517967,0.2248357076691077,0.16666665247356938,1e-06
0.20000000004442653,0.19308678492501646,0.23333333333369694,0.308022378644187
0.2000000000195078,0.23238442690317157,0.23333333333189663,1e-06
0.19999999996192028,0.2761514928202263,0.1666666648095065,1e-06
0.1999999999905282,0.18829233123941203,0.16666666665730645,1e-06
0.20000000000601356,0.18829315213324413,0.20000000000601356,1e-06
0.19999999999775656,0.27896064077545274,0.26666666666681843,1e-06
0.2000000000016608,0.23837173645725024,0.2666666666666484,1e-06
0.19999999999887952,0.17652628069716306,0.19999999999887952,0.1113638309705893
0.20000000000009072,0.2271280021790946,0.16666666668118688,1e-06
0.19999999999998838,0.17682911535877593,0.19999999999998838,0.14798070825101106
0.19999999999972454,0.17671351231844037,0.19999999999972454,1e-06
0.20000000000012313,0.21209811357822736,0.13333333267254088,0.19117701113007704
0.19999999999987403,0.1043354874266893,0.2999999999999957,1e-06
0.20000000000006604,0.11375410367249399,0.1333333334557521,1e-06
0.2000000000000656,0.1718856235380437,0.26666666666666317,0.2092758643229856
0.19999999999998772,0.14935844397919468,0.23333333333344888,1e-06
0.19999999999995086,0.21571236662973345,0.19999999999995086,1e-06
0.19999999999999632,0.15459879622438166,0.16666666666650412,1e-06
0.1999999999999793,0.12938481493205412,0.1999999999999793,0.1407057452670529
0.19999999999999052,0.273282438446097,0.16666666666666943,0.09683989532867883
0.1999999999995512,0.1887111849756721,0.299999999999994,0.1217665347841727
0.1999999999999545,0.2033764102344043,0.16666666666676894,1e-06
0.2000000000000069,0.12876259068985454,0.29999999999999977,1e-06
0.19999999999968826,0.1727808637736793,0.19999999999968826,1e-06
0.19999999999999957,0.2055461294854894,0.09999999999789436,1e-06
0.20000000000002158,0.14245032112882855,0.26666666666666683,0.089139737605063
0.1999999999997205,0.21878490091728708,0.1000000000021406,1e-06
0.199999999999571,0.16996806550405322,0.29999999999999954,0.05753105498842829
0.19999999999997664,0.18541531251032695,0.16666666666666183,0.2345061522981437
0.20000000000009752,0.1699146693885381,0.23333333333329098,1e-06
0.20000000000049517,0.29261390922544883,0.20000000000049517,0.0721525028235766
0.19999999999994963,0.1993251387631052,0.26666666666625827,0.15308717377196562
0.20000000000000007,0.14711445355217634,0.3666666666666338,0.05050802270765872
0.19999999999999957,0.24112724560514173,0.23333333333333237,0.09730904753524962
0.1999999999999995,0.13895781750144606,0.13333333333334807,0.19831406436842014
<<<<<<< HEAD
0.20000000000005227,0.21044317975071336,0.20000000000005227,0.2986190415370488
=======
0.20000000000005227,0.2104431797507143,0.20000000000005227,0.2986190415370488
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.19999999999999488,0.10201649380601241,0.09999999999999039,1e-06
0.19999999999999968,0.13359069755507924,0.10000000000000052,0.26116627630394795
0.1999999999999992,0.2098430617934761,0.1666666666666658,0.06775027809959323
0.19999999999999873,0.2369233289997703,0.23333333333333175,0.029873549242069572
0.2000000000000021,0.20856841405947985,0.13333333333333539,0.06145869673704811
0.19999999999999882,0.1942175858805859,0.266666666666667,0.39136530975806044
0.2000000000000037,0.1849448152205356,0.2000000000000037,0.06784912926673413
0.19999999999999934,0.12607390048169598,0.09999999999999892,0.03986160321004704
0.1999999999999165,0.16400778958026474,0.23333333333333356,0.1003486273957653
0.19999999999999968,0.1769680614519985,0.13333333333333414,0.027462846771401102
0.2000000000000011,0.2528561113109424,0.2999999999999863,1e-06
0.19999999999999776,0.2171809144784157,0.19999999999999776,0.013797521971049088
0.19999999999999063,0.11184799223195639,0.13333333333319694,0.013701842406625189
0.1999999999999992,0.21620419846973957,0.13333333333332642,0.016475990155666444
0.19999999999999968,0.1807458859791844,0.09999999999999942,0.014946006606750547
0.20000000000026602,0.16615389998474636,0.20000000000026602,0.10240840510758104
0.1999999999999996,0.23058381444204384,0.16666666666666666,0.020074635703514084
0.19999999999999926,0.25154997612479724,0.2333333333333338,0.042413931579481534
0.19999999999999118,0.2465640059558079,0.2666666666666658,0.2270974125128311
0.19999999999999593,0.1580391238388679,0.13333333333333292,0.06423811416465945
0.19999999999999996,0.18453938120744642,0.10000000000006098,0.11012890836523813
0.19999999999999998,0.21656317157019625,0.2666666666666661,0.01891285171129779
0.1999999999999959,0.24877725635614548,0.2666666666666667,0.02135509809950484
0.19999999999999993,0.17604128810773573,0.13333333333333308,0.004172721271700424
0.2,0.19071705116680931,0.09999999999950031,0.018504734406146306
<<<<<<< HEAD
0.20000000000000626,0.14468325129972381,0.16666666666633936,0.03265481186327452
=======
0.20000000000000626,0.14468325129972393,0.16666666666633936,0.03265481186327452
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.20000000000000007,0.140189668795967,0.16666666666666682,0.019481181748310417
0.1999999999999059,0.24062629111971162,0.16666666666666688,0.0092885907860383
0.19999999999999962,0.267812001428541,0.30000000000000027,0.012855621349130939
0.20000000000000362,0.1963994939210555,0.29999999999999993,0.061762934336537914
0.1999999999999994,0.2501766448945886,0.2666666666666669,0.02310922063429236
0.19999999999999982,0.21808180125238155,0.26666666666665984,0.0452981115507879
<<<<<<< HEAD
0.2000000000003953,0.16774401226964364,0.09999999999999938,0.07000051847132831
=======
0.2000000000003953,0.16774401226964358,0.09999999999999938,0.07000051847132831
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.20000000000000276,0.21806978027541835,0.16666666666666746,0.11724574340126459
0.20000000000004292,0.2769018283232982,0.26666666666666716,1e-06
0.20000000000047613,0.19820869804450203,0.2666666666664739,0.16064942438259092
0.2000000000000054,0.27823218279057443,0.13333333333342065,0.09885936903672624
0.1999999999999943,0.06901274479600443,0.23333333333333262,0.008529543037571705
0.20000000000000032,0.24109512521875842,0.20000000000000032,0.20681346984878915
0.1999999999999999,0.20435235341190866,0.1666666666671375,0.2536693546378932
<<<<<<< HEAD
0.19999999999992646,0.18504963247671202,0.16666666666666677,1e-06
=======
0.19999999999992646,0.18504963247671244,0.16666666666666677,1e-06
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.19999999999984272,0.20458803882670673,0.16666666666666669,0.03241768431286506
0.2000000000004134,0.1006215542698772,0.30000000000026733,0.16409351832269178
0.20000000000011858,0.189016405608124,0.23333333333330203,0.1379357240218478
0.19999999999960827,0.21785562857558816,0.1333333333333337,0.020397963205706263
0.19999999999999357,0.2738947022370763,0.1333333333333338,0.023489903118154538
0.19999999999999968,0.17408648908631796,0.13333333333335112,0.04627851100243354
0.19999999999999912,0.15957531985533976,0.266666666666666,0.06626625646684212
0.19999999999997692,0.174912147820764,0.19999999999997692,0.0963001834058558
0.2,0.24577010588510412,0.13333333333333414,0.04603125630003612
0.20000000000002258,0.2164375554829847,0.20000000000002258,0.062089110922089505
0.20000000000000065,0.17351198981124955,0.3000000000001014,0.13762289403898503
0.1999999999999997,0.22566337165566883,0.1666666666666704,1e-06
0.19999999999996068,0.20485387746739506,0.26666666666666655,0.029093662188241057
0.2000000000002112,0.24843224952664417,0.16666666666666627,0.12494918749560337
0.20000000000000054,0.16489734530613268,0.13333333333344927,0.22557667543306073
0.20000000000000018,0.18361689267010772,0.33333333333322623,0.07167791122083769
<<<<<<< HEAD
0.19999999999999404,0.18039459234335867,0.36666666666648784,0.075952950235272
=======
0.19999999999999404,0.18039459234335967,0.36666666666648784,0.075952950235272
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.19999999999983095,0.12682425259333427,0.09999999999991642,1e-06
0.2,0.21480601385322737,0.2,0.059314324608352675
0.20000000000000065,0.2130527636089233,0.299999999999952,0.07606067990552164
0.19999999999999993,0.20025567283212273,0.13333333333327815,0.027769280326048976
0.1999999999999999,0.18827064333124272,0.39999999999995683,0.03136746118784973
